FIPS_CODE,Weekly_Wage,Total_Wages,Establishment_Count,Employment_Level
13067,528.75876726886293,51919780588.0,134,2008
C3654,436.480677764566,57606631757.0,171,2946
72135,311.28017241379308,139724466.0,17,204
39057,383.17313019390582,5982733978.0,53,798
28113,388.43170731707318,1402763503.0,30,400
30001,352.9225663716814,342624796.0,22,174
06045,345.67813267813267,3913030352.0,73,513
28073,310.5779220779221,853568858.0,24,312
C4222,417.38745704467357,26870005836.0,140,1281
C4526,300.75,51486438.0,275,3289
37145,324.4781879194631,1298090376.0,26,428
09011,463.968545751634,22284144860.0,84,1279
27063,362.41544117647061,324879174.0,22,272
13241,294.85632183908046,450443311.0,26,304
18015,327.5,537063524.0,24,304
29115,280.2560975609756,402615482.0,25,302
CS388,433.5,3704369916.0,9039,164267
46113,393.03260869565219,262644145.0,7,242
24011,338.53418803418805,911674417.0,28,365
25019,449.7802197802198,612777103.0,41,291
21061,344.25543478260869,111474690.0,12,134
29081,273.31818181818181,183690842.0,21,208
08081,390.91435185185185,596229425.0,18,213
31053,352.38151658767771,1708338573.0,33,438
01015,362.35267857142856,6925298451.0,46,824
19167,315.83133971291863,1621631826.0,34,442
26073,345.51131221719459,2149724693.0,35,523
30031,337.36615044247787,3186877036.0,43,386
C3638,361.25,162278346.0,704,8687
21029,292.84683098591552,953393436.0,32,374
36107,325.76333333333332,1908890356.0,32,453
20111,327.1281407035176,1748980768.0,30,479
13047,344.67883211678833,1430144335.0,30,565
22000,437.46680755842863,341193743121.0,455,7308
72053,283.11165048543688,709176238.0,26,487
C1446,625.99324324324323,495276413373.0,779,13239
C4630,367.25,574296586.0,2562,30025
28035,373.97009202453989,4148911511.0,41,631
12093,346.06918238993711,954849129.0,28,335
21225,406.85666666666668,819932812.0,24,421
26119,269.36538461538464,139965829.0,21,149
08121,366.00657894736844,77759464.0,15,110
53075,346.72471910112358,1093791950.0,52,343
C4546,344.31802721088434,8400502969.0,82,1376
C4794,346.37722419928826,9209115334.0,97,1446
55101,395.4033203125,14030891118.0,61,1097
20137,376.12288135593218,171259053.0,17,161
51690,390.50763358778624,1672831482.0,37,667
22051,438.72934549356222,34213336523.0,114,1635
01073,476.00593542260208,77139732069.0,145,2762
20159,320.92032967032969,279753933.0,20,185
05053,299.28750000000002,308309720.0,20,269
46099,433.34210526315792,14525130012.0,62,991
20189,446.42346938775512,175350243.0,18,160
51111,328.5,213260405.0,21,223
51169,346.26111111111112,387615639.0,21,253
C2710,407.00066844919786,8628095689.0,58,924
C2002,325.47627118644067,6200497800.0,73,1047
C1542,354.25,280466999.0,1131,15209
C4074,367.5,386391365.0,1611,20212
39015,354.93287037037038,658315412.0,29,323
40039,350.35057471264366,1053512422.0,32,337
CS164,373.75,1032418941.0,3675,53076
16043,373.97988505747128,278488254.0,19,179
C2014,384.5,426733597.0,1140,21323
53055,306.33527131782944,450046333.0,36,197
39113,485.85847628657922,70633380646.0,118,2549
53000,506.5810620300752,546179659586.0,719,9732
01119,358.89705882352939,467468413.0,23,356
C1786,324.20222222222225,5572222314.0,85,1215
21043,362.73364485981307,383895008.0,24,240
04003,346.36760925449869,4532730819.0,38,524
CS350,463.75,13631212211.0,29615,564938
39023,351.59935897435895,8533250610.0,54,934
C1474,307.39660831509849,7845915846.0,83,821
C3038,415.5,348338518.0,881,16110
27029,370.82720588235293,183278591.0,17,148
20097,390.71249999999998,83143240.0,13,124
C4086,418.5,585352563.0,2373,26894
26013,347.41666666666669,221770872.0,20,208
20015,318.32840909090908,1634568763.0,32,398
29061,348.51666666666665,119358311.0,18,134
51079,278.72881355932202,139409063.0,16,130
C1214,466.75,424834452.0,811,17493
21141,306.59879032258067,1043296823.0,23,414
29121,312.35483870967744,418759084.0,23,289
C2134,358.22296476306195,30413803847.0,115,1935
54003,360.77709790209792,3292377798.0,35,511
C1076,371.75,381247964.0,957,19702
22107,400.11111111111109,110249027.0,18,140
24037,353.67748917748918,4352782166.0,47,701
20043,357.77499999999998,281186816.0,16,237
CS122,541.0,51858231225.0,99688,1842562
56043,416.82272727272726,408286438.0,20,174
C2534,589.0,670056138.0,659,21879
05109,349.24074074074076,224408701.0,19,177
29169,268.6770186335404,1183173837.0,27,414
28051,331.23595505617976,438027784.0,23,312
48461,512.69354838709683,187520132.0,17,197
54081,408.79326923076923,4016728199.0,41,500
C4306,368.0,330404809.0,1171,17257
C3542,395.25,690952511.0,2353,33582
30083,360.95588235294116,397691611.0,25,208
C1426,380.86460258780039,24755884851.0,163,1981
21125,364.46719457013575,2040468821.0,30,486
C3510,428.25,815497602.0,2249,36572
17011,350.46718750000002,1385026252.0,35,442
51073,319.80065359477123,702070084.0,30,284
C3770,300.13605442176873,6287607547.0,89,1734
48113,583.43665644171779,338421502847.0,325,6638
C1726,365.0,203239799.0,804,10664
05099,312.07786885245901,191996031.0,19,177
56005,388.66628959276017,3248942592.0,33,501
48173,362.72115384615387,17867227.0,9,41
C3810,308.0,123685027.0,628,7718
48449,373.97955974842768,1376008570.0,24,426
33011,504.68205574912889,37113853841.0,101,1539
31147,361.54225352112678,218850778.0,22,208
C1058,484.97253129346313,109008546482.0,270,5910
01095,352.35806451612905,4452623286.0,42,777
55139,399.5057339449541,14643658691.0,57,1285
35039,324.57781456953643,715870747.0,25,274
C1418,394.75,432059389.0,1247,21039
53017,354.27443609022555,765717443.0,57,409
48473,296.52546296296299,693315651.0,22,318
C4046,349.75,306283594.0,902,16828
51830,376.15225563909775,1481295600.0,35,626
31127,387.28225806451616,285880015.0,16,213
36073,345.7444029850746,1655186057.0,35,569
C3738,371.25,164440721.0,695,8510
42015,321.91086065573768,2968007526.0,37,545
51750,384.10000000000002,870538020.0,28,502
42115,304.8467261904762,1004554219.0,29,318
C3714,432.25,969735448.0,2711,43089
17111,429.07411858974359,13307115729.0,65,872
C3006,340.25,194806114.0,765,10999
31129,305.67213114754099,120664654.0,17,142
18047,284.04885057471262,294449692.0,20,207
42093,366.23701298701297,1609875795.0,24,736
47143,439.92783505154637,1391811096.0,25,566
13295,379.68954248366015,1760121831.0,32,585
55053,307.55459770114942,532346002.0,26,353
C3694,447.25,391875673.0,839,16832
26063,323.91463414634148,1532469726.0,39,451
15000,523.58802281368821,125976329465.0,210,3592
46053,294.55319148936172,84954990.0,19,137
C1746,504.47080772607552,201043811297.0,392,6509
31161,312.96311475409834,141491173.0,22,166
39041,336.14678899082571,3394660497.0,35,445
30095,363.99583333333334,224009396.0,17,163
48353,360.80582524271847,530104765.0,24,279
CS566,473.5,6680391100.0,15985,271279
28121,369.48714652956301,5268313521.0,39,614
08049,331.6748120300752,528371161.0,26,246
72003,194.18313953488371,263335690.0,22,268
C1518,296.86020036429875,11389852167.0,80,1125
18029,333.14556962025318,1328840571.0,34,400
35047,348.00200000000001,649836066.0,25,303
C4378,420.13897763578274,17880050150.0,144,2379
C3970,299.0,57778712.0,330,3733
C1390,323.63888888888891,4440471606.0,100,1238
USNMS,412.0,378531591700.0,1334003,17665123
17013,354.76829268292681,63718788.0,15,106
C1218,437.5,547937418.0,1609,24077
16013,382.15182648401827,1358069460.0,40,298
17073,330.07938388625593,1615755512.0,34,414
18027,307.38103448275859,942175256.0,31,380
C3362,370.25,163432907.0,572,8487
42033,354.94147157190633,3850381420.0,48,663
CS318,420.5,3894609076.0,11965,177908
29091,297.79278074866312,1178456233.0,31,403
02280,540.04477611940297,432720569.0,22,227
13179,318.95696721311475,1290967029.0,30,587
40095,319.96538461538461,299760953.0,21,269
17193,380.90979381443299,446630720.0,26,245
11000,694.84013002364065,237089264141.0,245,6734
13133,360.41891891891891,389099949.0,20,294
19013,410.74830699774265,10246596835.0,58,1000
31105,345.67021276595744,126653902.0,18,168
36053,364.52608695652174,2565383681.0,44,520
C2802,390.5625,18980901088.0,142,2527
21207,350.03723404255317,512196853.0,19,352
