FIPS_CODE,Weekly_Wage,Total_Wages,Establishment_Count,Employment_Level
13067,443.34304989816701,102802650369.0,85,1278
C3654,293.26493150684934,96400087424.0,90,1625
72135,65.137373737373736,191706645.0,3,27
39057,227.51159522136331,17179575905.0,15,332
28113,152.93684759916493,2085484675.0,7,98
30001,89.243347338935578,466133625.0,4,30
06045,203.50404312668465,6471559345.0,23,172
28073,143.59241573033708,2030935508.0,7,98
C4222,395.26375496313102,52624983663.0,79,838
C4526,419.0,83355408.0,289,3823
37145,147.32978110599078,2024028961.0,7,86
09011,326.62221293199553,33803195595.0,30,502
27063,94.939260563380287,585419393.0,3,45
13241,101.5604895104895,777274153.0,4,46
18015,128.97113821138211,779032955.0,4,53
29115,96.64274570982839,544798466.0,3,39
CS388,576.25,5193712065.0,9597,173283
46113,130.19230769230768,536944509.0,1,66
24011,117.54747225647348,1265788684.0,5,62
25019,197.14213564213566,1220762146.0,7,50
21061,73.410290237467024,176254461.0,2,21
29081,90.035071942446038,330793945.0,3,31
08081,108.19476372924649,766528782.0,3,33
31053,150.65175097276264,2828891462.0,7,112
01015,223.37438510189739,9607942557.0,14,248
19167,137.27169421487602,2768871543.0,8,119
26073,159.67657822506862,3848703739.0,9,144
30031,234.76916932907349,6577400457.0,22,172
C3638,484.0,239400758.0,776,9514
21029,136.65460526315789,1734877071.0,7,78
36107,136.93061555075593,3091174401.0,7,97
20111,149.34824902723736,2656090048.0,6,110
13047,134.08855885588559,2667426518.0,6,112
22000,431.42312148295264,493764935657.0,342,5423
72053,113.20072115384616,910730840.0,5,86
C1446,462.29827667610954,826758095855.0,504,8099
C4630,439.5,884056868.0,3179,38662
28035,212.71368948247078,6279945545.0,12,201
12093,136.74803591470257,1482237858.0,6,68
21225,110.11198738170347,976185254.0,3,55
26119,96.627944325481792,285281769.0,3,29
08121,75.456967213114751,109246800.0,1,12
53075,144.85190073917636,1725440967.0,10,73
C4546,135.79928517682467,11116711296.0,18,307
C4794,143.20148725212465,13979595094.0,20,344
55101,262.9218047527296,20535672019.0,22,387
20137,73.716242661448135,264867186.0,2,24
51690,122.93686296715742,1728575893.0,5,84
22051,354.2593503937008,52178958852.0,59,846
01073,408.08768292682925,115358943913.0,79,1534
