"01015"	47
"01051"	31
"05000"	352
"05033"	35
"05099"	18
"05129"	12
"06023"	82
"06089"	81
"08047"	21
"08083"	28
"08113"	30
"12015"	50
"12051"	29
"13049"	17
"13085"	17
"13115"	45
"13151"	38
"13247"	41
"13283"	14
"13313"	51
"16000"	240
"16033"	6
"17023"	26
"17089"	93
"17119"	73
"17155"	20
"17191"	28
"18057"	66
"18093"	31
"18123"	24
"19047"	30
"19083"	29
"19113"	71
"19179"	35
"20001"	23
"20067"	18
"20133"	26
"20199"	7
"21035"	36
"21071"	33
"21101"	35
"21167"	27
"21233"	23
"22025"	14
"22061"	32
"23015"	44
"26007"	35
"26043"	35
"26139"	65
"27000"	640
"27033"	24
"27099"	32
"27129"	27
"27165"	22
"28023"	24
"28089"	35
"28119"	16
"28155"	15
"29057"	16
"29093"	23
"29123"	20
"29189"	235
"29219"	28
"30011"	7
"30077"	14
"30107"	11
"31001"	30
"31067"	25
"31133"	9
"35049"	63
"36039"	47
"36075"	53
"36105"	57
"37007"	23
"37043"	17
"37139"	28
"37175"	26
"38000"	171
"38033"	8
"38099"	24
"39001"	27
"39067"	24
"39133"	53
"40021"	29
"40087"	23
"40117"	19
"40153"	28
"41011"	43
"42009"	38
"42045"	119
"42081"	49
"42111"	45
"45059"	33
"46049"	10
"46085"	10
"46115"	18
"47017"	24
"47053"	36
"47149"	50
"47185"	26
"48007"	28
"48043"	15
"48139"	38
"48175"	13
"48205"	13
"48241"	32
"48337"	23
"48373"	27
"48403"	17
"48469"	44
"49000"	288
"49033"	8
"51021"	13
"51087"	88
"51117"	31
"51153"	66
"51678"	23
"51810"	100
"53009"	54
"53045"	43
"54035"	27
"54071"	14
"54101"	24
"55003"	28
"55069"	35
"55135"	39
"72031"	49
"72097"	46
"72127"	116
"C1122"	1146
"C1218"	1629
"C1254"	145
"C1290"	859
"C1386"	745
"C1650"	2466
"C1746"	393
"C1782"	196
"C2222"	111
"C2318"	1558
"C2354"	94
"C2390"	1665
"C2486"	176
"C2648"	955
"C2714"	130
"C2750"	65
"C2846"	1326
"C2882"	1478
"C2978"	556
"C3014"	50
"C3050"	1570
"C3146"	76
"C3182"	1820
"C3278"	70
"C3410"	68
"C3506"	823
"C3542"	2349
"C3638"	743
"C3674"	330
"C3902"	1506
"C4114"	70
"C4150"	126
"C4246"	952
"C4282"	1155
"C4378"	148
"C4606"	158
"C4642"	512
"C4738"	65
"CS212"	23493
"CS278"	34198
"CS380"	12885
"CS476"	70195
"CS542"	1511
"USCMS"	4348462
"01025"	30
"01061"	26
"02150"	26
"02282"	4
"05007"	53
"05043"	22
"05139"	37
"06000"	3255
"06033"	58
"06099"	113
"08057"	11
"08093"	21
"08123"	53
"10001"	51
"12061"	62
"13059"	55
"13095"	52
"13125"	9
"13161"	22
"13257"	28
"13293"	28
"16007"	13
"16043"	19
"17000"	1226
"17033"	27
"17099"	55
"17129"	20
"17165"	32
"18001"	28
"18067"	47
"18133"	31
"19057"	36
"19093"	20
"19123"	24
"19189"	24
"20011"	23
"20077"	18
"20107"	18
"20143"	14
"21009"	36
"21045"	22
"21081"	22
"21111"	151
"21177"	26
"21207"	20
"22035"	22
"22071"	118
"22101"	40
"23025"	39
"26017"	53
"26053"	27
"26149"	39
"27007"	31
"27043"	27
"27139"	42
"28000"	329
"28033"	37
"28099"	23
"28129"	17
"29001"	28
"29067"	17
"29133"	23
"29199"	19
"29229"	24
"30021"	22
"30087"	14
"31011"	17
"31077"	11
"31107"	18
"31143"	16
"32009"	7
"34003"	234
"35059"	13
"36049"	34
"36085"	94
"36115"	40
"37017"	28
"37053"	23
"37149"	25
"37185"	24
"38007"	5
"38043"	9
"39011"	33
"39077"	44
"39107"	35
"39143"	39
"40031"	40
"40097"	30
"40127"	17
"41021"	11
"42019"	55
"42055"	47
"42091"	174
"42121"	37
"45003"	50
"45069"	23
"46059"	14
"46095"	6
"46125"	19
"47027"	16
"47063"	36
"47159"	20
"48017"	27
"48053"	27
"48149"	27
"48185"	23
"48215"	77
"48251"	38
"48347"	36
"48383"	17
"48413"	12
"48479"	59
"49007"	28
"49043"	43
"50005"	30
"51031"	36
"51097"	16
"51127"	21
"51163"	26
"51790"	30
"51820"	27
"53019"	20
"53055"	36
"54009"	28
"54045"	38
"54081"	42
"55013"	27
"55079"	177
"55109"	37
"56003"	19
"72005"	32
"72041"	23
"72137"	30
"C1066"	865
"C1198"	1060
"C1330"	570
"C1426"	176
"C1462"	1131
"C1558"	1228
"C1594"	151
"C1822"	553
"C1918"	58
"C1954"	721
"C1990"	535
"C2034"	1051
"C2070"	2947
"C2166"	101
"C2298"	429
"C2430"	54
"C2526"	71
"C2562"	69
"C2658"	94
"C2694"	601
"C2922"	607
"C3222"	1138
"C3318"	723
"C3354"	57
"C3486"	1219
"C3714"	2832
"C3750"	790
"C3846"	2056
"C3882"	2185
"C3978"	1456
"C4058"	92
"C4094"	625
"C4322"	1200
"C4418"	118
"C4454"	618
"C4490"	303
"C4586"	5706
"C4814"	58
"C4850"	397
"C4946"	737
"CS192"	15120
"CS222"	5460
"CS288"	97252
"CS318"	12454
"CS354"	2647
"CS420"	20382
"US000"	19601
"01035"	24
"01071"	31
"01101"	75
"05017"	20
"05053"	22
"05149"	22
"06007"	87
"06043"	35
"08001"	70
"08067"	39
"12035"	30
"12071"	105
"12101"	73
"13003"	15
"13069"	30
"13135"	128
"13171"	16
"13201"	16
"13267"	23
"16017"	39
"16053"	26
"17007"	29
"17043"	209
"17139"	20
"17175"	18
"18011"	35
"18077"	29
"18107"	33
"18143"	24
"19001"	18
"19067"	25
"19133"	20
"20021"	21
"20087"	19
"20117"	21
"20153"	14
"21019"	41
"21055"	18
"21091"	16
"21121"	24
"21187"	14
"21217"	28
"22009"	30
"22045"	45
"22081"	13
"22111"	21
"24003"	111
"26027"	35
"26063"	41
"26159"	45
"27017"	33
"27053"	255
"27149"	19
"28007"	21
"28043"	24
"28139"	22
"29011"	25
"29077"	81
"29107"	29
"29143"	27
"30031"	48
"30097"	14
"31021"	20
"31087"	9
"31117"	3
"31153"	40
"32019"	28
"33009"	53
"34013"	158
"35003"	8
"36059"	326
"36095"	31
"37027"	39
"37063"	72
"37159"	42
"37195"	41
"38017"	59
"38053"	14
"39021"	29
"39087"	32
"39117"	25
"39153"	112
"40005"	18
"40041"	28
"40137"	36
"41031"	22
"42029"	105
"42065"	37
"42131"	27
"44009"	67
"45013"	56
"45079"	81
"46003"	13
"46069"	9
"46135"	28
"47037"	136
"47073"	29
"47103"	31
"47169"	15
"48027"	53
"48063"	19
"48159"	16
"48195"	21
"48225"	23
"48261"	6
"48357"	26
"48393"	7
"48423"	55
"48489"	26
"49017"	16
"49053"	41
"50015"	40
"51005"	15
"51041"	78
"51137"	29
"51173"	32
"51830"	33
"53029"	45
"53065"	38
"54019"	34
"54055"	39
"54091"	17
"55023"	27
"55089"	51
"55119"	26
"56013"	35
"72015"	19
"72051"	20
"72147"	16
"C1010"	1471
"C1076"	992
"C1106"	667
