FIPS_CODE,Weekly_Wage,Total_Wages,Establishment_Count,Employment_Level
13067,535.42866390471261,111285064074.0,95,NA
C3654,356.87971698113205,118541973716.0,115,NA
72135,82.478866906474821,291005011.0,5,NA
39057,305.42065363881403,25041326428.0,19,NA
28113,191.74496981891349,2670790315.0,9,NA
30001,122.99660120845921,605834354.0,6,NA
06045,278.10729847494554,7189772594.0,27,NA
28073,199.23864809081527,3382225263.0,12,NA
C4222,491.216091954023,58058464400.0,93,NA
C4526,502.75,89974409.0,312,NA
37145,165.76961358313818,2009958888.0,8,NA
09011,432.87486293859649,41115620144.0,34,NA
27063,131.00394045534151,822478892.0,5,NA
13241,145.02907854984895,848692459.0,7,NA
18015,145.15534804753821,842711908.0,6,NA
29115,126.3025078369906,661215680.0,5,NA
CS388,740.25,6700725705.0,9659,NA
46113,190.39285714285714,857065504.0,3,NA
24011,157.0384160756501,1734334857.0,7,NA
25019,207.08744993324433,1634607000.0,12,NA
21061,122.0985639686684,237676854.0,3,NA
29081,108.67271880819366,354572530.0,4,NA
08081,181.05012853470436,1131793236.0,5,NA
31053,200.13260869565218,3525723228.0,9,NA
01015,284.43318053596613,13232215507.0,15,NA
19167,203.76972336065575,4243890791.0,11,NA
26073,192.30382249560634,4609265607.0,10,NA
30031,338.19409743910057,10839204948.0,29,NA
C3638,600.0,319835860.0,967,NA
21029,175.32731434384536,3367521547.0,10,NA
36107,174.57983425414363,3743963634.0,8,NA
20111,152.69595959595961,2806666575.0,8,NA
13047,167.52903761061947,2959413369.0,8,NA
22000,619.86338167435724,690364993905.0,384,NA
72053,141.09411276948592,1433471144.0,8,NA
C1446,574.67733111322548,1033475653252.0,606,NA
C4630,560.25,1198469466.0,3552,NA
28035,265.95443247721624,8650701455.0,14,NA
12093,171.23721881390594,2013936585.0,8,NA
21225,141.84921875000001,1530917445.0,4,NA
26119,108.56896551724138,281456235.0,4,NA
08121,139.1777027027027,173542767.0,3,NA
53075,173.82169913419912,2455402032.0,12,NA
C4546,206.28129742033383,13064232946.0,24,NA
C4794,190.2992857142857,19075845395.0,28,NA
55101,323.95424403183023,21082063248.0,23,NA
20137,98.125257731958769,357401301.0,3,NA
51690,149.35651408450704,1907616957.0,7,NA
22051,466.09271356783921,67505721342.0,64,NA
01073,532.44253583786451,130061243595.0,79,NA
20159,142.33118556701032,607641485.0,5,NA
05053,102.40259740259741,538681611.0,5,NA
46099,435.01243259436791,35467592842.0,34,NA
20189,126.76463414634146,306640758.0,4,NA
51111,115.9164979757085,418411345.0,4,NA
51169,135.71636212624585,808807650.0,6,NA
C2710,268.63568627450979,12541072194.0,19,NA
C2002,171.64480982567355,10837900300.0,25,NA
C1542,562.0,475460046.0,1398,NA
C4074,605.25,672042025.0,1727,NA
39015,140.39670468948034,1534972094.0,7,NA
40039,189.25346112886049,2307177178.0,8,NA
CS164,640.0,1896901381.0,4250,NA
16043,135.42190082644629,507231106.0,5,NA
C2014,635.0,645852923.0,1275,NA
53055,206.43951612903226,1105796527.0,10,NA
39113,445.67631709741551,82933735806.0,54,NA
53000,707.26529102268989,1235968357804.0,688,NA
01119,163.99497991967871,516710774.0,4,NA
C1786,195.48970251716247,13952486970.0,30,NA
21043,151.40322580645162,977693465.0,6,NA
04003,281.45627240143369,12515506951.0,15,NA
CS350,795.5,25532743148.0,36825,NA
39023,270.57865937072501,12158412871.0,16,NA
C1474,341.52101934523807,17895502133.0,43,NA
C3038,624.5,484884157.0,1057,NA
27029,90.681910569105696,417973767.0,4,NA
20097,110.96283783783784,158538812.0,2,NA
C4086,691.25,986792058.0,2384,NA
26013,105.73582230623819,499860709.0,4,NA
20015,200.32271468144043,3938076308.0,11,NA
29061,99.610159817351601,178693241.0,4,NA
51079,133.97585924713584,567758259.0,6,NA
C1214,727.25,677117570.0,987,NA
21141,147.90210459183675,1646781866.0,6,NA
29121,131.38239436619719,832225811.0,5,NA
C2134,386.55765870704715,58306953662.0,70,NA
54003,257.36686991869919,8240123397.0,13,NA
C1076,603.25,430865875.0,967,NA
22107,101.0277108433735,137446530.0,3,NA
24037,288.02547770700636,19749444889.0,16,NA
20043,122.59655532359082,390575395.0,3,NA
CS122,934.75,109935908644.0,151406,NA
56043,152.30712451861362,846955365.0,5,NA
C2534,989.25,939237394.0,738,NA
05109,137.48971193415639,445636934.0,4,NA
29169,207.55680600214362,3995983277.0,8,NA
28051,146.24079754601226,650799653.0,5,NA
48461,159.90000000000001,468807782.0,3,NA
54081,318.23352090032154,9404179964.0,15,NA
C4306,573.5,625965114.0,1324,NA
C3542,594.5,1033336956.0,2299,NA
30083,195.16105769230768,1467841369.0,6,NA
C1426,239.08531960996748,55964632298.0,91,NA
21125,235.4763797942002,4808260115.0,10,NA
C3510,704.75,1568261352.0,3022,NA
17011,156.1285151856018,2462680196.0,9,NA
51073,193.51927252985885,1620752159.0,9,NA
C3770,160.11944444444444,13210534842.0,22,NA
48113,807.18111294993798,692178965478.0,253,NA
C1726,586.25,259139085.0,655,NA
05099,80.898648648648646,313695896.0,4,NA
56005,343.84209344115004,12253127879.0,14,NA
48173,122.5105421686747,43019456.0,3,NA
72999,279.52156432748541,699081682.0,6,NA
C3810,574.25,288962560.0,835,NA
48449,181.36617312072892,3121576737.0,6,NA
33011,544.10814014752373,77467671856.0,56,NA
31147,121.81847426470588,368968172.0,4,NA
C1058,363.5551282051282,111129376076.0,112,NA
