FIPS_CODE,Weekly_Wage,Total_Wages,Establishment_Count,Employment_Level
13067,556.50619278406032,124380412042.0,98,NA
C3654,336.82706243032328,116427867772.0,114,NA
72135,72.07913385826771,329636129.0,6,NA
39057,284.59377186843949,23215938551.0,20,NA
28113,168.74574574574575,2597094709.0,9,NA
30001,121.82317073170732,590683337.0,6,NA
06045,243.22384721266346,7533506413.0,25,NA
28073,181.72576252723312,3229858517.0,11,NA
C4222,490.71598837209302,61518833017.0,90,NA
C4526,486.5,83612175.0,296,NA
37145,171.15193208430912,2110493530.0,8,NA
09011,406.49374660141382,40166908090.0,33,NA
27063,120.78636363636363,742835942.0,5,NA
13241,149.20328467153286,916891566.0,7,NA
18015,127.10919540229885,832379561.0,6,NA
29115,120.43427230046949,636328743.0,6,NA
CS388,682.0,6640756730.0,10143,NA
46113,163.27257525083613,743671099.0,3,NA
24011,141.48989298454222,1697382490.0,7,NA
25019,237.68732782369145,1822369064.0,12,NA
21061,105.18817934782609,219023836.0,3,NA
29081,99.535981308411209,368002414.0,4,NA
08081,164.33556832694765,1153659912.0,6,NA
31053,187.87749762131304,3217745225.0,9,NA
01015,273.23676781933665,13592610865.0,16,NA
19167,182.4471252566735,3907866775.0,11,NA
26073,177.4593886462882,4658386797.0,11,NA
30031,315.3767515923567,11146766342.0,29,NA
C3638,570.25,320616929.0,1001,NA
21029,157.63811188811189,2880106634.0,10,NA
36107,180.15895953757226,3857818099.0,9,NA
20111,163.33988212180748,3047391183.0,8,NA
13047,160.2505787037037,3189142452.0,9,NA
22000,564.34124999999995,635083913353.0,362,NA
72053,126.44865067466267,1508250379.0,8,NA
C1446,583.32352941176475,1055503321449.0,583,NA
C4630,527.0,1182153691.0,3546,NA
28035,260.7341824157765,8536831095.0,14,NA
12093,183.318373812038,2056550581.0,9,NA
21225,125.67429022082018,891782030.0,4,NA
26119,122.41455696202532,309658847.0,5,NA
08121,88.028266331658287,150377305.0,3,NA
53075,149.8372216330859,2157405074.0,11,NA
C4546,194.09515636918383,13192404357.0,24,NA
C4794,163.32953736654804,17838633607.0,27,NA
55101,307.0863726790451,22179221496.0,25,NA
20137,100.19234800838575,328582041.0,3,NA
51690,145.51592718998862,2105995274.0,7,NA
22051,456.00806451612902,65457057167.0,62,NA
01073,501.13066244520212,136600406018.0,82,NA
20159,126.66741071428571,566427994.0,5,NA
05053,111.35318181818182,551493649.0,5,NA
46099,393.50224416517057,33488018957.0,33,NA
20189,120.19917257683215,284597734.0,3,NA
51111,111.37291666666667,402920299.0,4,NA
51169,127.97943548387097,750433849.0,5,NA
C2710,253.3350938967136,13205895370.0,20,NA
C2002,152.33398744113029,10759680257.0,27,NA
C1542,518.0,445187213.0,1362,NA
C4074,567.75,659197781.0,1663,NA
39015,134.74185463659148,1275615290.0,7,NA
40039,167.1341778697001,2046209108.0,8,NA
CS164,596.0,1859233750.0,4201,NA
16043,134.99787052810902,496338268.0,6,NA
C2014,598.75,685790216.0,1269,NA
53055,196.91011235955057,1109049480.0,9,NA
39113,449.03426521524,90689176399.0,57,NA
53000,688.92241379310349,1192463493936.0,664,NA
01119,162.21401151631477,568596491.0,4,NA
C1786,174.48556231003039,13265724141.0,31,NA
21043,147.47862318840581,873862099.0,6,NA
04003,254.58665966386553,11247521204.0,16,NA
CS350,759.0,25569429054.0,37749,NA
39023,250.86303009575923,12276857511.0,16,NA
C1474,338.76029962546818,17595272595.0,43,NA
C3038,592.75,484659972.0,1094,NA
27029,97.291505791505799,396634594.0,4,NA
20097,94.717896174863384,146446106.0,2,NA
C4086,657.25,1010734417.0,2481,NA
26013,107.60967432950191,538381706.0,4,NA
20015,202.03293687099725,3584832451.0,11,NA
29061,100.01128668171557,196751795.0,4,NA
51079,147.98468543046357,456753028.0,5,NA
C1214,722.5,758873671.0,1006,NA
21141,131.04156171284635,1591384962.0,6,NA
29121,127.87395543175488,800891995.0,5,NA
C2134,355.13769587928033,55218704476.0,70,NA
54003,242.96298543689321,8008794427.0,14,NA
C1076,523.75,427259706.0,1050,NA
22107,124.38608374384236,168481306.0,3,NA
24037,258.08363390441838,16250657988.0,16,NA
20043,129.24526315789473,478641198.0,3,NA
CS122,911.0,117119817300.0,151161,NA
56043,156.04058441558442,817863925.0,5,NA
C2534,883.75,836798584.0,775,NA
05109,125.28404669260701,409890478.0,4,NA
29169,193.42559523809524,3275948145.0,8,NA
28051,158.94766260162601,727731624.0,6,NA
48461,135.50982142857143,355133141.0,3,NA
54081,286.34283980582524,7999958738.0,16,NA
C4306,533.5,599297895.0,1314,NA
C3542,580.5,1093321268.0,2379,NA
30083,147.39246196403872,1148232746.0,6,NA
C1426,238.77744726879394,62276410478.0,99,NA
21125,217.1744935543278,4857072674.0,11,NA
C3510,677.25,1649372523.0,2999,NA
17011,158.55278093076049,2418656013.0,9,NA
51073,193.37171052631578,1719902792.0,9,NA
C3770,149.15081154192967,11421740072.0,21,NA
48113,804.66788093255616,709329530446.0,262,NA
C1726,553.75,257745873.0,664,NA
05099,83.971046770601333,409930263.0,3,NA
56005,285.10923217550277,10134723395.0,13,NA
48173,117.14583333333333,37841308.0,4,NA
72999,202.59529411764706,943590719.0,9,NA
C3810,517.25,288995723.0,891,NA
48449,196.28954965357968,3172531300.0,7,NA
33011,534.9213258785943,81846955185.0,59,NA
31147,109.9622467771639,343536266.0,4,NA
C1058,337.99041213508872,108567028474.0,112,NA
01095,220.13582208101667,8080450984.0,14,NA
55139,276.18364299933643,27802192258.0,22,NA
35039,168.24870062370061,2171524656.0,7,NA
C1418,686.25,693886307.0,1210,NA
53017,165.77996575342465,1850475110.0,11,NA
48473,162.04234693877552,2910618023.0,6,NA
C4046,516.75,410805110.0,951,NA
51830,208.90960264900662,2529601643.0,8,NA
31127,127.16229838709677,405989982.0,4,NA
