FIPS_CODE,Weekly_Wage,Total_Wages,Establishment_Count,Employment_Level
13067,450.07306434023991,35904599125.0,110,1566
C3654,359.6925149700599,44532705701.0,150,2720
72135,242.54716981132074,134141771.0,16,241
39057,306.50958702064895,4623242799.0,45,708
28113,295.19329896907215,1057586397.0,30,369
30001,279.51327433628319,250130854.0,19,139
06045,290.69624352331607,3614698954.0,59,523
28073,244.29225352112675,593393406.0,19,243
C4222,376.97745901639342,23236895158.0,117,1273
C4526,259.75,35893197.0,258,2657
37145,255.51127819548873,1020937227.0,25,445
09011,395.7824459234609,18248997199.0,85,1269
27063,286.95149253731341,236315113.0,21,237
13241,223.35833333333332,312891245.0,22,247
18015,261.27989130434781,380612940.0,23,256
29115,241.4814814814815,332881360.0,26,296
CS388,374.5,2983334545.0,7834,153206
46113,331.07738095238096,168928452.0,7,211
24011,294.74318181818182,849712305.0,29,388
25019,366.50842696629212,412098605.0,40,237
21061,290.59659090909093,97328985.0,12,145
29081,230.86940298507463,151228055.0,21,192
08081,326.71568627450978,520895885.0,18,215
31053,294.32042253521126,1426685109.0,32,411
01015,299.67171052631579,6018779773.0,42,844
19167,251.88705583756345,1181307858.0,32,407
26073,301.41666666666669,1821655500.0,33,528
30031,263.07242990654208,2086944633.0,34,308
C3638,318.5,128634634.0,661,7777
21029,218.82536764705881,608255438.0,24,293
36107,302.83687943262413,2116856706.0,32,564
20111,306.2734375,1464637768.0,29,445
13047,259.61567164179104,1032234157.0,24,465
22000,376.22338546922299,280085869318.0,406,6834
72053,206.40384615384616,406621281.0,27,431
C1446,534.60000000000002,436629877273.0,808,13699
C4630,322.0,442168407.0,2020,26387
28035,307.20174050632909,3310783500.0,40,599
12093,272.51166666666666,727127677.0,27,302
21225,348.67229729729729,841218412.0,24,449
26119,208.14453125,132613897.0,19,164
08121,289.17073170731709,63721123.0,13,94
53075,307.84523809523807,856457853.0,54,336
C4546,281.08276450511943,6834181614.0,74,1240
C4794,275.29722222222222,7431227876.0,97,1384
55101,336.42265469061874,11769133428.0,57,1081
20137,322.66981132075472,141644421.0,19,171
51690,345.37809917355372,1640531380.0,36,795
22051,377.92697881828315,28004366550.0,98,1564
01073,402.5657004830918,62703212613.0,134,2661
20159,282.72554347826087,277227906.0,21,181
05053,250.34210526315789,250863336.0,21,273
46099,345.59846153846155,10339664044.0,53,835
20189,332.12,183907238.0,17,168
51111,270.90476190476193,226954632.0,20,256
51169,293.59615384615387,331960582.0,19,234
C2710,338.35314207650271,7146919338.0,53,890
C2002,267.08865248226948,5075220905.0,69,1038
C1542,328.5,226143323.0,963,13225
C4074,338.25,351225050.0,1403,19977
39015,272.8807339449541,479376951.0,28,294
40039,303.91520467836256,922040774.0,29,323
CS164,325.5,841935993.0,3530,49719
16043,341.99350649350652,167226517.0,15,142
C2014,330.25,320982015.0,1038,18692
53055,251.85317460317461,331208416.0,29,184
39113,404.69099378881987,59676608984.0,103,2588
53000,421.47125477099235,432488284006.0,593,9141
01119,285.44402985074629,375544163.0,22,356
C1786,268.79665071770336,4240315653.0,78,1160
21043,266.55681818181819,306563961.0,21,208
04003,268.99476439790578,3866155887.0,33,500
CS350,401.5,10885279184.0,25131,521055
39023,308.34691011235952,7097892159.0,53,994
C1474,241.05593607305937,6022361608.0,64,768
C3038,366.25,304989785.0,843,16009
27029,296.38235294117646,126158636.0,16,130
20097,335.23170731707319,78922354.0,16,127
C4086,376.0,528393402.0,2408,27054
26013,272.30909090909091,172171879.0,21,189
20015,284.26219512195121,1163617370.0,33,363
29061,281.05603448275861,94074765.0,17,128
51079,262.50480769230768,103468241.0,18,122
C1214,392.5,323114797.0,763,15834
21141,245.83266129032259,744717937.0,21,347
29121,271.04395604395603,343611663.0,23,273
C2134,316.23223192019952,23848806764.0,97,1771
54003,307.9844890510949,2293976330.0,33,440
C1076,326.25,325804285.0,846,19188
22107,307.85638297872339,76114317.0,15,108
24037,313.71361502347418,3622305373.0,43,734
20043,291.64583333333331,222770985.0,15,213
CS122,473.5,39943518917.0,84442,1622787
56043,370.9929245283019,323488689.0,20,153
C2534,511.25,511613814.0,617,19240
05109,248.86875000000001,174483636.0,16,164
29169,218.35326086956522,1200712130.0,28,518
28051,259.66761363636363,288499451.0,23,249
48461,420.95967741935482,150282788.0,18,196
54081,348.32798833819243,3433559709.0,39,472
C4306,331.5,273519536.0,1086,15851
C3542,353.5,567679319.0,2123,30871
30083,284.14603960396039,336060864.0,24,195
C1426,321.99112149532709,18305005237.0,124,1731
21125,298.36751152073731,1513623286.0,26,410
C3510,362.25,650454026.0,1974,34562
17011,296.79647435897436,1108788678.0,33,415
51073,271.62664473684208,538158130.0,27,233
C3770,237.5735294117647,4715175292.0,89,1653
48113,499.42096273291924,273638458892.0,267,6319
C1726,301.5,153407437.0,793,9777
05099,256.96311475409834,164186603.0,19,173
56005,341.43202764976957,2737997504.0,34,461
48173,324.85576923076923,18457243.0,9,43
C3810,285.0,101039740.0,575,6811
48449,333.95588235294116,1193029221.0,25,425
33011,420.12648809523807,32747194615.0,103,1578
31147,298.80555555555554,192490631.0,21,196
C1058,419.68723702664795,74138438447.0,235,4302
01095,272.65697674418607,3197390906.0,39,673
55139,332.17321428571427,11260669406.0,53,1173
35039,271.12668918918916,594284528.0,21,259
C1418,324.75,325473027.0,1173,19264
53017,291.916,649341564.0,52,439
48473,256.10849056603774,524640006.0,18,274
C4046,319.25,291236853.0,841,17550
51830,306.21730769230771,1310168072.0,30,665
31127,316.359375,225348801.0,16,195
36073,284.66231343283584,1340316921.0,32,538
C3738,320.0,125296384.0,584,7539
42015,273.27092050209205,2588037367.0,36,555
51750,346.35666666666668,699630359.0,25,440
42115,255.28930817610063,792031242.0,30,309
C3714,380.5,766784036.0,2292,38736
17111,329.15234375,9809173814.0,56,805
C3006,287.75,148166764.0,733,9893
31129,258.31147540983608,105691815.0,17,138
18047,243.87654320987653,230904405.0,18,177
42093,272.69999999999999,1158947707.0,24,697
47143,321.17250000000001,1244942703.0,20,507
13295,324.56418918918916,1477459025.0,30,561
