FIPS_CODE,Weekly_Wage,Total_Wages,Establishment_Count,Employment_Level
13067,451.91328886608517,103027041628.0,87,1261
C3654,300.18213296398892,97886037911.0,91,1635
72135,48.314245810055866,219421297.0,3,27
39057,236.53999999999999,17803626755.0,16,330
28113,152.88760504201682,2172498075.0,7,101
30001,94.667385057471265,493047095.0,4,31
06045,208.86340725806451,6447127142.0,23,169
28073,142.83202687569988,2160665234.0,7,104
C4222,403.91001124859395,51619029325.0,81,801
C4526,431.25,82894999.0,286,3697
37145,149.79606807511738,2026521089.0,6,88
09011,332.43523171412619,34359849141.0,30,501
27063,107.81194295900178,617823488.0,3,46
13241,114.60431400282886,837307451.0,5,49
18015,129.74282296650719,775506510.0,4,50
29115,108.13383045525903,616714379.0,4,42
CS388,597.75,5412730820.0,9531,174085
46113,135.09106529209623,560434255.0,1,66
24011,125.60388409371147,1385309734.0,5,64
25019,209.97375886524821,1235981147.0,7,49
21061,74.278795811518322,182918130.0,1,21
29081,90.459016393442624,325192318.0,3,31
08081,115.501287001287,782414383.0,3,33
31053,149.47820881226053,2851378571.0,7,108
01015,229.17747683535282,10179099673.0,14,254
19167,142.91362715298885,2950723930.0,8,120
26073,160.20529197080293,3806041818.0,9,138
30031,244.08174904942965,7368741295.0,23,181
C3638,495.25,249594549.0,781,9686
21029,146.94983277591973,1783902305.0,7,78
36107,142.10204081632654,3054373653.0,7,101
20111,141.77097235462344,2707930821.0,6,107
13047,142.16098484848484,2683537002.0,6,108
22000,452.24775523777851,506728092296.0,345,5469
72053,104.11671924290221,988825545.0,5,90
C1446,478.7444523135033,835942751525.0,519,7918
C4630,455.25,914804328.0,3241,38640
28035,224.1865112406328,6502802645.0,12,202
12093,143.02566964285714,1534619003.0,6,68
21225,112.762,934499401.0,3,53
26119,99.937904967602591,291580263.0,3,28
08121,77.713333333333338,121952982.0,1,13
53075,146.50958466453673,1790431968.0,10,74
C4546,148.44036009002249,11503616603.0,18,309
C4794,155.43385490753911,14284186110.0,20,336
55101,274.64221938775512,21129152844.0,22,379
20137,78.927914110429441,260029367.0,2,24
51690,123.41456422018349,1739869483.0,5,86
22051,362.95806689621247,54479671100.0,60,863
01073,433.21562345983244,116670167122.0,78,1527
20159,111.64444444444445,435086447.0,3,33
05053,103.66142086330935,478006618.0,3,34
46099,326.97891383495147,27120317340.0,29,526
20189,97.342261904761898,264489732.0,2,23
51111,98.15677083333334,368620478.0,3,31
