"01001"	435.3415428707705
"01003"	386.7632299814128
"01005"	407.28087476499036
"01007"	398.25357435995704
"01009"	383.75144611988543
"01011"	368.2602925592497
"01013"	368.11325704936604
"01015"	440.12546458374374
"01017"	444.82955258674787
"01019"	373.1917859166903
"01021"	375.6927858925271
"01023"	682.9021851055016
"01025"	436.85571379214883
"01027"	350.3061285656576
"01029"	406.71870262498066
"01031"	366.2805639350943
"01033"	524.1940547036806
"01035"	460.123305888565
"01037"	467.66038595797
"01039"	388.8331087199141
"01041"	365.9715336754115
"01043"	431.73277012936177
"01045"	511.679165790421
"01047"	396.0194262589404
"01049"	393.3166487003888
"01051"	410.9727104257327
"01053"	422.95924035751443
"01055"	462.3400780294492
"01057"	413.4740932584723
"01059"	383.4126937793767
"01061"	333.4208413273281
"01063"	421.48276230691107
"01065"	340.87843508866916
"01067"	409.42719840020663
"01069"	451.5531877504785
"01071"	462.1593329932818
"01073"	592.2112232709246
"01075"	410.48970018922626
"01077"	403.44831341363295
"01079"	618.2296389053573
"01081"	437.2677395766769
"01083"	674.9225315289435
"01085"	513.5648597670986
"01087"	449.72831494399816
"01089"	631.542252583149
"01091"	436.8294076839219
"01093"	443.1902344109669
"01095"	407.6622969152373
"01097"	516.5402649378937
"01099"	522.1710178425459
"01101"	509.1909743404392
"01103"	510.946472985324
"01105"	366.45765472312706
"01107"	379.20130718578025
"01109"	392.7876360190072
"01111"	381.5625166865904
"01113"	457.03119896227486
"01115"	408.94598040911546
"01117"	542.2542227715309
"01119"	378.16335260518605
"01121"	453.4347433525502
"01123"	411.06957074146015
"01125"	502.48958648974354
"01127"	449.3171885020418
"01129"	713.7288072510729
"01131"	512.839136486337
"01133"	401.37820104353483
"02013"	501.7118904390119
"02016"	561.8401108860727
"02020"	655.3703840966697
"02050"	429.4670143160579
"02060"	564.2925402504472
"02068"	449.31127264836715
"02070"	460.8373010793976
"02090"	573.0365797216189
"02100"	331.35547640249337
"02110"	593.4934993811543
"02122"	576.1603016899535
"02130"	627.0771782837651
"02150"	493.8502255773439
"02164"	492.5544010445
"02170"	490.341409612464
"02180"	521.1800973850985
"02185"	1222.7912793814116
"02188"	503.1799001352176
"02201"	468.29061515905994
"02220"	500.5515536051819
"02232"	434.8809169061998
"02240"	535.8317522810027
"02261"	734.0807553227112
"02270"	251.28459970583617
"02280"	539.2249430043063
"02282"	484.7548506181318
"02290"	471.44172015227934
"04001"	440.1010586782663
"04003"	441.3350371176317
"04005"	419.0342775286196
"04007"	440.3390352811523
"04009"	376.10664385995807
"04011"	425.7280715016998
"04012"	360.33730138426165
"04013"	565.8016903996564
"04015"	399.5879165588416
"04017"	442.0788018539953
"04019"	485.4361700211366
"04021"	490.128971956052
"04023"	449.43011644953407
"04025"	401.3470383049149
"04027"	374.382738261071
"05001"	430.1464613170655
"05003"	535.9636668669871
"05005"	385.1228100820099
"05007"	493.2796297488883
"05009"	396.4276717664055
"05011"	413.01923687294516
"05013"	551.1655771117988
"05015"	330.53602962160414
"05017"	328.36286673478327
"05019"	363.93694623064334
"05021"	315.7464003113244
"05023"	364.2989337556025
"05025"	306.09089561366125
"05027"	433.5859076321648
"05029"	424.4313445410449
"05031"	442.3739346237932
"05033"	406.6565487653475
"05035"	399.1005469884299
"05037"	373.7342487913792
"05039"	390.7577255257456
"05041"	396.73686068393886
"05043"	368.05372194421284
"05045"	438.76965071043924
"05047"	377.79247867279213
"05049"	298.84954682308154
"05051"	403.82093442739546
"05053"	419.26014622140724
"05055"	399.94497658300656
"05057"	379.0396187755893
"05059"	408.34136204163997
"05061"	359.654537610699
"05063"	415.6670567169377
"05065"	352.59408492741835
"05067"	391.3238533682864
"05069"	459.51447778748724
"05071"	361.4554046550367
"05073"	359.49089971552047
"05075"	338.36965462741784
"05077"	327.36562943042145
"05079"	369.57798201286494
"05081"	655.7337350276774
"05083"	366.4647614591861
"05085"	384.1991938459908
"05087"	358.56378902209605
"05089"	307.37592317744526
"05091"	429.8987527309487
"05093"	461.51636679027223
"05095"	288.4789486926304
"05097"	327.9898823643317
"05099"	305.47255138688803
"05101"	250.33564133633374
"05103"	422.5372668914555
"05105"	313.36476426799004
"05107"	364.7646263836559
"05109"	337.10881406839746
"05111"	377.67665963707094
"05113"	340.5191918626006
"05115"	451.770077167246
"05117"	322.041574707075
"05119"	528.6635494140556
"05121"	365.8065480945848
"05123"	389.4312347350484
"05125"	414.58515840610704
"05127"	332.5137667731208
"05129"	243.44411767851227
"05131"	460.36288537300646
"05133"	374.08294869086126
"05135"	290.2718437585253
"05137"	291.3117679982375
"05139"	462.2524533066865
"05141"	307.984189407442
"05143"	437.70273793528355
"05145"	411.25826702931187
"05147"	379.4114074372703
"05149"	352.4081152342021
"06001"	703.865680699046
"06003"	212.53052884615389
"06005"	460.11175248833393
"06007"	426.42900178285515
"06009"	396.73403251700586
"06011"	376.48935104803616
"06013"	697.3093863061041
"06015"	396.527427306852
"06017"	454.0604009422677
"06019"	436.2664691454005
"06021"	436.9843647140384
"06023"	428.8169607464975
"06025"	387.604047420622
"06027"	431.80149633305234
"06029"	489.9287756445294
"06031"	424.1132346471913
"06033"	382.6140489048539
"06035"	499.4633334498182
"06037"	670.6908252164448
"06039"	390.54169881591093
"06041"	677.9057616749615
"06043"	399.22652757308015
"06045"	402.0334310797431
"06047"	416.32651690777186
"06049"	386.22384434234135
"06051"	383.4238577758408
"06053"	500.3183895421764
"06055"	522.5398737622488
"06057"	470.5590156928908
"06059"	652.2988587689173
"06061"	524.9096987471289
"06063"	446.5061091256271
