"01015"	45
"01051"	26
"05000"	318
"05033"	28
"05099"	18
"05129"	11
"06023"	82
"06089"	80
"08047"	17
"08083"	24
"08113"	23
"12015"	49
"12051"	27
"13049"	16
"13085"	12
"13115"	43
"13151"	27
"13247"	37
"13283"	14
"13313"	49
"16000"	202
"16033"	5
"17023"	24
"17089"	81
"17119"	69
"17155"	23
"17191"	27
"18057"	55
"18093"	28
"18123"	24
"19047"	32
"19083"	29
"19113"	68
"19179"	34
"20001"	21
"20067"	18
"20133"	27
"20199"	7
"21035"	32
"21071"	33
"21101"	32
"21167"	25
"21233"	22
"22025"	13
"22061"	29
"23015"	41
"26007"	33
"26043"	30
"26139"	56
"27000"	569
"27033"	24
"27099"	32
"27129"	26
"27165"	21
"28023"	22
"28089"	30
"28119"	18
"28155"	16
"29057"	16
"29093"	20
"29123"	19
"29189"	222
"29219"	25
"30011"	7
"30077"	15
"30107"	11
"31001"	31
"31067"	25
"31133"	10
"35049"	55
"36039"	48
"36075"	50
"36105"	59
"37007"	25
"37043"	15
"37139"	26
"37175"	24
"38000"	172
"38033"	10
"38099"	23
"39001"	26
"39067"	24
"39133"	49
"40021"	28
"40087"	21
"40117"	20
"40153"	25
"41011"	43
"42009"	37
"42045"	119
"42081"	49
"42111"	44
"45059"	29
"46049"	13
"46085"	10
"46115"	21
"47017"	23
"47053"	36
"47149"	43
"47185"	23
"48007"	27
"48043"	15
"48139"	34
"48175"	15
"48205"	10
"48241"	27
"48337"	22
"48373"	24
"48403"	15
"48469"	41
"49000"	232
"49033"	7
"51021"	11
"51087"	80
"51117"	31
"51153"	58
"51678"	21
"51810"	92
"53009"	45
"53045"	34
"54035"	24
"54071"	13
"54101"	23
"55003"	29
"55069"	33
"55135"	37
"72031"	48
"72097"	44
"72127"	122
"C1122"	1096
"C1218"	1601
"C1254"	140
"C1290"	779
"C1386"	816
"C1650"	1925
"C1746"	362
"C1782"	165
"C2222"	91
"C2318"	1405
"C2354"	84
"C2390"	1649
"C2486"	157
"C2648"	939
"C2714"	124
"C2750"	60
"C2846"	1329
"C2882"	1442
"C2978"	511
"C3014"	49
"C3050"	1381
"C3146"	74
"C3182"	1704
"C3278"	64
"C3410"	65
"C3506"	732
"C3542"	2219
"C3638"	676
"C3674"	288
"C3902"	1482
"C4114"	66
"C4150"	126
"C4246"	899
"C4282"	1119
"C4378"	138
"C4606"	148
"C4642"	480
"C4738"	60
"CS212"	22149
"CS278"	34317
"CS380"	11272
"CS476"	65348
"CS542"	1444
"USCMS"	3957339
"01025"	29
"01061"	23
"02150"	24
"05007"	41
"05043"	18
"05139"	38
"06000"	3044
"06033"	60
"06099"	112
"08057"	10
"08093"	12
"08123"	47
"10001"	58
"12061"	57
"13059"	50
"13095"	49
"13125"	8
"13161"	20
"13257"	28
"13293"	28
"16007"	13
"16043"	18
"17000"	1090
"17033"	26
"17099"	54
"17129"	19
"17165"	31
"18001"	27
"18067"	47
"18133"	31
"19057"	35
"19093"	20
"19123"	24
"19189"	24
"20011"	23
"20077"	19
"20107"	18
"20143"	14
"21009"	34
"21045"	20
"21081"	18
"21111"	136
"21177"	26
"21207"	18
"22035"	24
"22071"	117
"22101"	39
"23025"	40
"26017"	47
"26053"	26
"26149"	36
"27007"	28
"27043"	27
"27139"	36
"28000"	315
"28033"	31
"28099"	21
"28129"	16
"29001"	26
"29067"	15
"29133"	25
"29199"	20
"29229"	24
"30021"	20
"30087"	14
"31011"	17
"31077"	11
"31107"	18
"31143"	16
"32009"	6
"34003"	219
"35059"	12
"36049"	33
"36085"	91
"36115"	38
"37017"	25
"37053"	18
"37149"	24
"37185"	22
"38007"	5
"38043"	12
"39011"	32
"39077"	43
"39107"	33
"39143"	40
"40031"	44
"40097"	28
"40127"	15
"41021"	9
"42019"	52
"42055"	48
"42091"	168
"42121"	38
"45003"	46
"45069"	24
"46059"	16
"46095"	7
"46125"	19
"47027"	14
"47063"	36
"47159"	19
"48017"	23
"48053"	22
"48149"	25
"48185"	19
"48215"	67
"48251"	34
"48347"	35
"48383"	17
"48413"	11
"48479"	50
"49007"	26
"49043"	29
"50005"	31
"51031"	32
"51097"	13
"51127"	16
"51163"	22
"51790"	30
"51820"	28
"53019"	17
"53055"	31
"54009"	24
"54045"	39
"54081"	38
"55013"	23
"55079"	170
"55109"	33
"56003"	18
"72005"	31
"72041"	23
"72137"	29
"C1066"	833
"C1198"	943
"C1330"	583
"C1426"	146
"C1462"	1139
"C1558"	1089
"C1594"	146
"C1822"	523
"C1918"	56
"C1954"	666
"C1990"	520
"C2034"	1028
"C2070"	2849
"C2166"	91
"C2298"	413
"C2430"	45
"C2526"	63
"C2562"	65
"C2658"	91
"C2694"	597
"C2922"	513
"C3222"	1035
"C3318"	680
"C3354"	47
"C3486"	1156
"C3714"	2536
"C3750"	694
"C3846"	1976
"C3882"	1930
"C3978"	1386
"C4058"	93
"C4094"	600
"C4322"	920
"C4418"	101
"C4454"	580
"C4490"	290
"C4586"	5806
"C4814"	55
"C4850"	401
"C4946"	758
"CS192"	13697
"CS222"	4946
