FIPS_CODE,Weekly_Wage,Total_Wages,Establishment_Count,Employment_Level
13067,498.06464592274676,43718342719.0,120,1717
C3654,404.53295724465556,50859936261.0,163,2785
72135,283.58018867924528,109691936.0,18,173
39057,337.73039215686276,5290154542.0,47,728
28113,337.78033980582524,1161950530.0,29,353
30001,317.05309734513276,289489602.0,19,149
06045,319.5508793969849,3639369819.0,72,501
28073,284.6275167785235,704276839.0,20,258
C4222,410.60619212962962,25202985337.0,141,1254
C4526,286.25,43423305.0,258,2912
37145,293.15540540540542,1137475997.0,24,404
09011,430.24427168576102,19776214815.0,82,1216
27063,343.97426470588238,271482974.0,21,242
13241,272.44034090909093,327981032.0,24,245
18015,305.16576086956519,463765527.0,24,281
29115,276.6378205128205,351742196.0,26,300
CS388,406.5,3317837755.0,8533,156945
46113,355.34239130434781,204317184.0,6,213
24011,318.98491379310343,888605247.0,29,370
25019,421.48876404494382,483311059.0,37,248
21061,316.5,109574699.0,12,141
29081,260.32307692307694,162138060.0,22,198
08081,378.95047169811323,557578634.0,18,209
31053,326.13981042654029,1526966296.0,33,418
01015,333.98153034300793,6518046063.0,45,855
19167,276.67354368932041,1361325973.0,33,416
26073,335.01190476190476,1918731698.0,35,508
30031,304.74315068493149,2597893167.0,37,342
C3638,340.5,138436635.0,676,7820
21029,253.62592592592591,746303507.0,29,328
36107,328.18150684931504,2134843751.0,31,493
20111,318.58375634517768,1587808170.0,29,453
13047,298.72644927536231,1282558176.0,28,523
22000,410.9243256743257,310577207260.0,427,6928
72053,227.82552083333334,466878770.0,28,384
C1446,594.19658493870406,456993184808.0,745,12746
C4630,345.0,498312885.0,2401,27755
28035,350.71006389776358,3516433992.0,42,593
12093,317.78782894736844,810835931.0,28,314
21225,391.62333333333333,840636056.0,25,432
26119,250.91153846153847,118284419.0,20,137
08121,341.27499999999998,71521721.0,15,101
53075,332.95906432748541,968958451.0,53,339
C4546,317.70578231292518,7789226956.0,77,1304
C4794,310.40750915750914,8283752552.0,98,1425
55101,378.43998015873018,12841351520.0,61,1077
20137,320.17672413793105,149539508.0,17,155
51690,355.90891472868219,1651267984.0,36,673
22051,418.17661555312156,30470868079.0,107,1542
01073,446.30969436485196,69847105313.0,143,2680
20159,308.28260869565219,301364548.0,20,186
05053,290.95614035087721,286889786.0,21,278
46099,383.07908545727139,12530701653.0,58,909
20189,396.09183673469386,162290384.0,18,151
51111,296.03174603174602,201745914.0,19,217
51169,322.99444444444447,364787073.0,19,240
C2710,366.82997311827955,7614734932.0,56,880
C2002,308.69051724137933,5841784235.0,70,1045
C1542,335.25,251934374.0,1079,14437
C4074,365.75,349425391.0,1508,18367
39015,335.49074074074076,557307424.0,29,302
40039,324.76169590643275,981260176.0,32,328
CS164,360.0,926480590.0,3531,49438
16043,354.90517241379308,272338222.0,18,177
C2014,363.5,368608061.0,1113,19496
53055,274.96616541353382,414565917.0,31,190
39113,446.53137550200802,63760811145.0,108,2455
53000,478.18851094196003,509063173058.0,638,9405
01119,345.27941176470586,454687827.0,22,354
